Start Time,End Time,BTS Name,Cell ID,BTS IP Address,BSC Name,Call Setup Success Rate,Call Setup Success Rate - NR,Call Setup Success Rate - DR,Call Success Rate,Call Success Rate - NR,Call Success Rate - DR,CS Erlangs,LCLS CS Erlangs,Total Channel Drops,SDCCH Drop Count,SDCCH Drop Rate,SDCCH Drop Rate - NR,SDCCH Drop Rate - DR,TCH Drop Count,TCH Drop Rate Prime,TCH Drop Rate Prime - NR,TCH Drop Rate Prime - DR,TCH Drop Rate,TCH Drop Rate - NR,TCH Drop Rate - DR,Immediate Assignment Procedure Success Rate,Immediate Assignment Procedure Success Rate - NR,Immediate Assignment Procedure Success Rate - DR,SDCCH Blocking Count,SDCCH Blocking Rate,SDCCH Blocking Rate - NR,SDCCH Blocking Rate - DR,TCH Blocking Count,TCH Blocking Rate,TCH Blocking Rate - NR,TCH Blocking Rate - DR,Number Of Tchf Attempts,Number Of Tchf Success,Number Of Tchh Attempts,Number Of Tchh Success,Number Of SDCCH Assignment Attempts,Number Of Successful SDCCH Assignments,External Handover Success Rate,External Handover Success Rate - NR,External Handover Success Rate - DR,Internal Handover Success Rate,Internal Handover Success Rate - NR,Internal Handover Success Rate - DR,Internal Handover Success Rate Prime,Internal Handover Success Rate Prime - NR,Internal Handover Success Rate Prime - DR,Total Voice Call Minutes,Mean Holding Time In Secs,Mean Holding Time In Secs - NR,Mean Holding Time In Secs - DR,DL TCH RxQual 0,DL TCH RxQual 1,DL TCH RxQual 2,DL TCH RxQual 3,DL TCH RxQual 4,DL TCH RxQual 5,DL TCH RxQual 6,DL TCH RxQual 7,UL TCH RxQual 0,UL TCH RxQual 1,UL TCH RxQual 2,UL TCH RxQual 3,UL TCH RxQual 4,UL TCH RxQual 5,UL TCH RxQual 6,UL TCH RxQual 7,UL TCH RxQual 0To5 Percent,DL TCH RxQual 0To5 Percent,SDCCH8 Blocking Count,Number Of Radio Connection Failures SDCCH4,Number Of Radio Connection Failures SDCCH8,Number Of Radio Connection Failures TCH_H,Number Of Radio Connection Failures TCH_F,Number Of SDCCH4 Assignment Attempts,Number Of SDCCH4 Assignment Success,Number Of SDCCH8 Assignment Attempts,Number Of SDCCH8 Assignment Success,SDCCH4 Blocking Count,TCH_H Blocking Count,TCH_F Blocking Count,Number Of Paging Attempts,Percent Smart Pages,Percent Smart Pages - NR,Percent Smart Pages - DR,Smart Paging Success Rate,Smart Paging Success Rate - NR,Smart Paging Success Rate - DR,Number Of Emergency Calls,Number Of Location Updates,Total Number Of Calls,External HandIn Success Rate,External HandIn Success Rate - NR,External HandIn Success Rate - DR,BTS Up Time,Abis Availability,Average TRX Up Time In Secs
Sep 25 2023 - 03:15:00,Sep 25 2023 - 03:30:00,ED4859,48591,10.28.73.18,MNG-KNVVB01,100.0,3.0,3.0,100.0,3.0,3.0,0.03,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,96.0,49.0,51.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,51.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,2.0,3.0,180.0,5.0,9.0,2.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,49.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,0.0,00:13:05:08,100.0,900.0
Sep 25 2023 - 03:30:00,Sep 25 2023 - 03:45:00,ED4859,48591,10.28.73.18,MNG-KNVVB01,100.0,1.0,1.0,100.0,1.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,60.0,60.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,30.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,00:13:20:08,100.0,900.0
Sep 25 2023 - 03:45:00,Sep 25 2023 - 04:00:00,ED4859,48591,10.28.73.18,MNG-KNVVB01,100.0,6.0,6.0,83.0,5.0,6.0,0.03,0.0,1.0,0.0,0.0,0.0,63.0,1.0,17.0,1.0,6.0,17.0,1.0,6.0,100.0,63.0,63.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,2.0,6.0,177.0,6.0,11.0,20.0,14.0,23.0,7.0,1.0,251.0,6.0,2.0,2.0,2.0,2.0,1.0,5.0,98.0,98.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,27.0,6.0,0.0,0.0,0.0,00:13:35:08,100.0,900.0
Sep 25 2023 - 04:00:00,Sep 25 2023 - 04:15:00,ED4859,48591,10.28.73.18,MNG-KNVVB01,100.0,4.0,4.0,100.0,4.0,4.0,0.04,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,99.0,76.0,77.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,77.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,2.0,4.0,233.0,4.0,6.0,9.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,76.0,0.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,30.0,4.0,0.0,0.0,0.0,00:13:50:08,100.0,899.0
Sep 25 2023 - 04:15:00,Sep 25 2023 - 04:30:00,ED4859,48591,10.28.73.18,MNG-KNVVB01,100.0,8.0,8.0,75.0,6.0,8.0,0.35,0.0,2.0,0.0,0.0,0.0,73.0,2.0,25.0,2.0,8.0,25.0,2.0,8.0,97.0,73.0,75.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,8.0,75.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,125.0,21.0,8.0,2303.0,37.0,96.0,77.0,36.0,8.0,9.0,8.0,2557.0,3.0,4.0,6.0,5.0,19.0,21.0,9.0,99.0,99.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,75.0,73.0,0.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,36.0,8.0,0.0,0.0,0.0,00:14:05:07,100.0,900.0
Sep 25 2023 - 04:30:00,Sep 25 2023 - 04:45:00,ED4859,48591,10.28.73.18,MNG-KNVVB01,100.0,7.0,7.0,100.0,7.0,7.0,0.26,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,93.0,99.0,106.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,106.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,116.0,15.0,7.0,1584.0,35.0,116.0,107.0,46.0,4.0,0.0,0.0,1920.0,0.0,1.0,2.0,1.0,10.0,14.0,4.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,99.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,42.0,7.0,0.0,0.0,0.0,00:14:20:08,100.0,901.0
Sep 25 2023 - 04:45:00,Sep 25 2023 - 05:00:00,ED4859,48591,10.28.73.18,MNG-KNVVB01,100.0,11.0,11.0,82.0,9.0,11.0,0.21,0.0,2.0,0.0,0.0,0.0,79.0,2.0,18.0,2.0,11.0,18.0,2.0,11.0,92.0,79.0,86.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,11.0,86.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,68.0,13.0,11.0,1219.0,43.0,92.0,79.0,49.0,19.0,1.0,0.0,1505.0,1.0,1.0,2.0,0.0,3.0,7.0,7.0,99.0,99.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,86.0,79.0,0.0,0.0,0.0,51.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,24.0,11.0,0.0,0.0,0.0,00:14:35:08,100.0,900.0
Sep 25 2023 - 05:00:00,Sep 25 2023 - 05:15:00,ED4859,48591,10.28.73.18,MNG-KNVVB01,100.0,34.0,34.0,79.0,27.0,34.0,0.59,0.0,7.0,0.0,0.0,0.0,125.0,7.0,21.0,7.0,34.0,21.0,7.0,34.0,87.0,125.0,143.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,34.0,143.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,59.0,35.0,34.0,3656.0,81.0,189.0,166.0,45.0,20.0,8.0,8.0,4248.0,1.0,1.0,1.0,2.0,18.0,31.0,32.0,99.0,99.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,143.0,125.0,0.0,0.0,0.0,158.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,31.0,34.0,0.0,0.0,0.0,00:14:50:08,100.0,900.0
Sep 25 2023 - 05:15:00,Sep 25 2023 - 05:30:00,ED4859,48591,10.28.73.18,MNG-KNVVB01,98.0,44.0,45.0,98.0,43.0,44.0,0.92,0.0,1.0,0.0,0.0,0.0,165.0,1.0,2.0,1.0,44.0,2.0,1.0,44.0,90.0,165.0,183.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,44.0,183.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,55.0,44.0,5862.0,107.0,312.0,287.0,78.0,19.0,4.0,3.0,6694.0,1.0,2.0,7.0,33.0,68.0,103.0,65.0,98.0,98.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,183.0,165.0,0.0,0.0,0.0,180.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,41.0,44.0,0.0,0.0,0.0,00:15:05:07,100.0,899.0
Sep 25 2023 - 05:30:00,Sep 25 2023 - 05:45:00,ED4859,48591,10.28.73.18,MNG-KNVVB01,100.0,51.0,51.0,96.0,49.0,51.0,0.78,0.0,2.0,0.0,0.0,0.0,163.0,2.0,4.0,2.0,51.0,4.0,2.0,51.0,93.0,163.0,176.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,51.0,0.0,0.0,51.0,51.0,176.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,53.0,47.0,51.0,5007.0,70.0,250.0,228.0,71.0,50.0,7.0,11.0,5699.0,0.0,2.0,4.0,7.0,44.0,61.0,61.0,98.0,98.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,176.0,163.0,0.0,0.0,0.0,191.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,46.0,51.0,0.0,0.0,0.0,00:15:20:07,100.0,900.0
Sep 25 2023 - 05:45:00,Sep 25 2023 - 06:00:00,ED4859,48591,10.28.73.18,MNG-KNVVB01,100.0,79.0,79.0,96.0,76.0,79.0,1.38,0.0,3.0,0.0,0.0,0.0,204.0,3.0,4.0,3.0,79.0,4.0,3.0,79.0,94.0,204.0,217.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,79.0,0.0,0.0,79.0,79.0,217.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,62.0,83.0,79.0,8495.0,138.0,494.0,462.0,98.0,37.0,42.0,12.0,9881.0,5.0,7.0,13.0,18.0,84.0,171.0,108.0,97.0,97.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,217.0,204.0,0.0,0.0,0.0,266.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,42.0,79.0,0.0,0.0,0.0,00:15:35:07,100.0,900.0
Sep 25 2023 - 06:00:00,Sep 25 2023 - 06:15:00,ED4859,48591,10.28.73.18,MNG-KNVVB01,94.0,74.0,79.0,99.0,73.0,74.0,1.05,0.0,1.0,0.0,0.0,0.0,230.0,1.0,1.0,1.0,74.0,1.0,1.0,74.0,96.0,230.0,239.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,79.0,0.0,0.0,79.0,74.0,239.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,48.0,63.0,74.0,6560.0,122.0,374.0,254.0,35.0,10.0,11.0,0.0,7547.0,1.0,1.0,2.0,5.0,68.0,141.0,100.0,97.0,97.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,239.0,230.0,0.0,0.0,0.0,296.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,48.0,74.0,0.0,0.0,0.0,00:15:50:08,100.0,901.0
Sep 25 2023 - 06:15:00,Sep 25 2023 - 06:30:00,ED4859,48591,10.28.73.18,MNG-KNVVB01,100.0,67.0,67.0,99.0,66.0,67.0,0.66,0.0,1.0,0.0,0.0,0.0,190.0,1.0,1.0,1.0,67.0,1.0,1.0,67.0,97.0,190.0,196.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,67.0,0.0,0.0,67.0,67.0,196.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,34.0,40.0,67.0,4245.0,76.0,209.0,145.0,44.0,16.0,3.0,0.0,4800.0,2.0,2.0,1.0,5.0,33.0,96.0,64.0,97.0,97.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,196.0,190.0,0.0,0.0,0.0,533.0,0.0,0.0,533.0,0.0,0.0,0.0,0.0,45.0,67.0,0.0,0.0,0.0,00:16:05:08,100.0,900.0
Sep 25 2023 - 06:30:00,Sep 25 2023 - 06:45:00,ED4859,48591,10.28.73.18,MNG-KNVVB01,99.0,74.0,75.0,97.0,72.0,74.0,1.08,0.0,2.0,0.0,0.0,0.0,173.0,2.0,3.0,2.0,74.0,3.0,2.0,74.0,89.0,173.0,194.0,1.0,1.0,1.0,195.0,0.0,0.0,0.0,75.0,0.0,0.0,75.0,74.0,194.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,52.0,65.0,74.0,6341.0,163.0,417.0,386.0,122.0,61.0,21.0,3.0,7604.0,16.0,8.0,11.0,8.0,82.0,166.0,87.0,97.0,97.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,194.0,173.0,0.0,0.0,0.0,471.0,0.0,0.0,471.0,0.0,0.0,0.0,0.0,39.0,74.0,0.0,0.0,0.0,00:16:20:08,100.0,900.0
Sep 25 2023 - 06:45:00,Sep 25 2023 - 07:00:00,ED4859,48591,10.28.73.18,MNG-KNVVB01,96.0,53.0,55.0,94.0,50.0,53.0,1.32,0.0,3.0,0.0,0.0,0.0,174.0,3.0,6.0,3.0,53.0,6.0,3.0,53.0,61.0,174.0,286.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,55.0,0.0,0.0,55.0,53.0,286.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,78.0,79.0,53.0,8142.0,158.0,494.0,523.0,152.0,24.0,7.0,7.0,9641.0,3.0,2.0,5.0,16.0,66.0,146.0,81.0,98.0,98.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,286.0,174.0,0.0,0.0,0.0,412.0,0.0,0.0,412.0,0.0,0.0,0.0,0.0,76.0,53.0,0.0,0.0,0.0,00:16:35:07,100.0,899.0
Sep 25 2023 - 07:00:00,Sep 25 2023 - 07:15:00,ED4859,48591,10.28.73.18,MNG-KNVVB01,94.0,66.0,70.0,89.0,59.0,66.0,1.23,0.0,7.0,0.0,0.0,0.0,191.0,7.0,11.0,7.0,66.0,11.0,7.0,66.0,55.0,191.0,350.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,70.0,0.0,0.0,70.0,66.0,350.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,62.0,74.0,66.0,7160.0,206.0,436.0,510.0,229.0,63.0,26.0,14.0,8845.0,3.0,2.0,1.0,8.0,81.0,136.0,110.0,97.0,97.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,350.0,191.0,0.0,0.0,0.0,556.0,0.0,0.0,556.0,0.0,0.0,0.0,0.0,85.0,66.0,0.0,0.0,0.0,00:16:50:07,100.0,900.0
Sep 25 2023 - 00:00:00,Sep 25 2023 - 00:15:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,7.0,7.0,100.0,7.0,7.0,0.02,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,100.0,95.0,95.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,7.0,132.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,153.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,95.0,0.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,32.0,7.0,0.0,0.0,0.0,00:17:01:44,100.0,899.0
Sep 25 2023 - 00:15:00,Sep 25 2023 - 00:30:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,9.0,9.0,100.0,9.0,9.0,0.06,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,98.0,87.0,89.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,89.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,3.0,9.0,385.0,2.0,11.0,3.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,87.0,0.0,0.0,0.0,38.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,33.0,9.0,0.0,0.0,0.0,00:17:16:44,100.0,900.0
Sep 25 2023 - 00:30:00,Sep 25 2023 - 00:45:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,6.0,6.0,100.0,6.0,6.0,0.09,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,100.0,84.0,84.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,45.0,5.0,6.0,586.0,8.0,47.0,30.0,3.0,0.0,0.0,0.0,681.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,37.0,6.0,0.0,0.0,0.0,00:17:31:44,100.0,899.0
Sep 25 2023 - 00:45:00,Sep 25 2023 - 01:00:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,4.0,4.0,75.0,3.0,4.0,0.05,0.0,1.0,0.0,0.0,0.0,62.0,1.0,25.0,1.0,4.0,25.0,1.0,4.0,100.0,62.0,62.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,48.0,3.0,4.0,336.0,2.0,11.0,10.0,2.0,0.0,0.0,0.0,364.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,99.0,99.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,62.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,0.0,00:17:46:44,100.0,900.0
Sep 25 2023 - 01:00:00,Sep 25 2023 - 01:15:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,2.0,2.0,100.0,2.0,2.0,0.05,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,100.0,70.0,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45.0,3.0,2.0,385.0,1.0,9.0,6.0,1.0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,0.0,0.0,00:18:01:43,100.0,900.0
Sep 25 2023 - 01:15:00,Sep 25 2023 - 01:30:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,5.0,5.0,100.0,5.0,5.0,0.02,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,100.0,80.0,80.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,5.0,141.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,33.0,5.0,0.0,0.0,0.0,00:18:16:44,100.0,900.0
Sep 25 2023 - 01:30:00,Sep 25 2023 - 01:45:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,7.0,7.0,100.0,7.0,7.0,0.03,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,100.0,79.0,79.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,7.0,263.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,33.0,7.0,0.0,0.0,0.0,00:18:31:44,100.0,900.0
