Start Time,End Time,BTS Name,Cell ID,BTS IP Address,BSC Name,Call Setup Success Rate,Call Setup Success Rate - NR,Call Setup Success Rate - DR,Call Success Rate,Call Success Rate - NR,Call Success Rate - DR,CS Erlangs,LCLS CS Erlangs,Total Channel Drops,SDCCH Drop Count,SDCCH Drop Rate,SDCCH Drop Rate - NR,SDCCH Drop Rate - DR,TCH Drop Count,TCH Drop Rate Prime,TCH Drop Rate Prime - NR,TCH Drop Rate Prime - DR,TCH Drop Rate,TCH Drop Rate - NR,TCH Drop Rate - DR,Immediate Assignment Procedure Success Rate,Immediate Assignment Procedure Success Rate - NR,Immediate Assignment Procedure Success Rate - DR,SDCCH Blocking Count,SDCCH Blocking Rate,SDCCH Blocking Rate - NR,SDCCH Blocking Rate - DR,TCH Blocking Count,TCH Blocking Rate,TCH Blocking Rate - NR,TCH Blocking Rate - DR,Number Of Tchf Attempts,Number Of Tchf Success,Number Of Tchh Attempts,Number Of Tchh Success,Number Of SDCCH Assignment Attempts,Number Of Successful SDCCH Assignments,External Handover Success Rate,External Handover Success Rate - NR,External Handover Success Rate - DR,Internal Handover Success Rate,Internal Handover Success Rate - NR,Internal Handover Success Rate - DR,Internal Handover Success Rate Prime,Internal Handover Success Rate Prime - NR,Internal Handover Success Rate Prime - DR,Total Voice Call Minutes,Mean Holding Time In Secs,Mean Holding Time In Secs - NR,Mean Holding Time In Secs - DR,DL TCH RxQual 0,DL TCH RxQual 1,DL TCH RxQual 2,DL TCH RxQual 3,DL TCH RxQual 4,DL TCH RxQual 5,DL TCH RxQual 6,DL TCH RxQual 7,UL TCH RxQual 0,UL TCH RxQual 1,UL TCH RxQual 2,UL TCH RxQual 3,UL TCH RxQual 4,UL TCH RxQual 5,UL TCH RxQual 6,UL TCH RxQual 7,UL TCH RxQual 0To5 Percent,DL TCH RxQual 0To5 Percent,SDCCH8 Blocking Count,Number Of Radio Connection Failures SDCCH4,Number Of Radio Connection Failures SDCCH8,Number Of Radio Connection Failures TCH_H,Number Of Radio Connection Failures TCH_F,Number Of SDCCH4 Assignment Attempts,Number Of SDCCH4 Assignment Success,Number Of SDCCH8 Assignment Attempts,Number Of SDCCH8 Assignment Success,SDCCH4 Blocking Count,TCH_H Blocking Count,TCH_F Blocking Count,Number Of Paging Attempts,Percent Smart Pages,Percent Smart Pages - NR,Percent Smart Pages - DR,Smart Paging Success Rate,Smart Paging Success Rate - NR,Smart Paging Success Rate - DR,Number Of Emergency Calls,Number Of Location Updates,Total Number Of Calls,External HandIn Success Rate,External HandIn Success Rate - NR,External HandIn Success Rate - DR,BTS Up Time,Abis Availability,Average TRX Up Time In Secs
Sep 25 2023 - 01:45:00,Sep 25 2023 - 02:00:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,6.0,6.0,100.0,6.0,6.0,0.03,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,100.0,65.0,65.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,6.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,0.0,00:18:46:44,100.0,900.0
Sep 25 2023 - 02:00:00,Sep 25 2023 - 02:15:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,4.0,4.0,100.0,4.0,4.0,0.01,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,100.0,66.0,66.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,4.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,31.0,4.0,0.0,0.0,0.0,00:19:01:44,100.0,899.0
Sep 25 2023 - 02:15:00,Sep 25 2023 - 02:30:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,67.0,67.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,00:19:16:43,100.0,900.0
Sep 25 2023 - 02:30:00,Sep 25 2023 - 02:45:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,71.0,71.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0,0.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,00:19:31:44,100.0,901.0
Sep 25 2023 - 02:45:00,Sep 25 2023 - 03:00:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,4.0,4.0,25.0,1.0,4.0,0.02,0.0,3.0,0.0,0.0,0.0,70.0,3.0,75.0,3.0,4.0,75.0,3.0,4.0,99.0,70.0,71.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,71.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.0,4.0,122.0,3.0,7.0,6.0,1.0,0.0,1.0,0.0,117.0,13.0,11.0,7.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,71.0,70.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,30.0,4.0,0.0,0.0,0.0,00:19:46:44,100.0,900.0
Sep 25 2023 - 03:00:00,Sep 25 2023 - 03:15:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,3.0,3.0,100.0,3.0,3.0,0.01,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,100.0,71.0,71.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,3.0,49.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0,0.0,0.0,33.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,34.0,3.0,0.0,0.0,0.0,00:20:01:44,100.0,899.0
Sep 25 2023 - 03:15:00,Sep 25 2023 - 03:30:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,2.0,2.0,50.0,1.0,2.0,0.01,0.0,1.0,0.0,0.0,0.0,78.0,1.0,50.0,1.0,2.0,50.0,1.0,2.0,99.0,78.0,79.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,79.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,2.0,94.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0,78.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,0.0,00:20:16:44,100.0,900.0
Sep 25 2023 - 03:30:00,Sep 25 2023 - 03:45:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,7.0,7.0,100.0,7.0,7.0,0.05,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,100.0,81.0,81.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,3.0,7.0,358.0,10.0,17.0,7.0,0.0,0.0,0.0,0.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,32.0,7.0,0.0,0.0,0.0,00:20:31:44,100.0,901.0
Sep 25 2023 - 03:45:00,Sep 25 2023 - 04:00:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,4.0,4.0,100.0,4.0,4.0,0.01,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,100.0,72.0,72.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,4.0,76.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,37.0,4.0,0.0,0.0,0.0,00:20:46:44,100.0,899.0
Sep 25 2023 - 04:00:00,Sep 25 2023 - 04:15:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,5.0,5.0,100.0,5.0,5.0,0.06,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,100.0,71.0,71.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,43.0,4.0,5.0,378.0,10.0,22.0,8.0,4.0,3.0,0.0,0.0,429.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,28.0,5.0,0.0,0.0,0.0,00:21:01:43,100.0,899.0
Sep 25 2023 - 04:15:00,Sep 25 2023 - 04:30:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,13.0,13.0,100.0,13.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,100.0,82.0,82.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,13.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,6.0,13.0,622.0,11.0,36.0,31.0,1.0,0.0,0.0,0.0,730.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,38.0,13.0,0.0,0.0,0.0,00:21:16:43,100.0,900.0
Sep 25 2023 - 04:30:00,Sep 25 2023 - 04:45:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,10.0,10.0,100.0,10.0,10.0,0.03,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,100.0,96.0,96.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,2.0,10.0,214.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,29.0,10.0,0.0,0.0,0.0,00:21:31:44,100.0,900.0
Sep 25 2023 - 04:45:00,Sep 25 2023 - 05:00:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,3.0,3.0,100.0,3.0,3.0,0.04,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,100.0,81.0,81.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,3.0,3.0,278.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,0.0,0.0,51.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,29.0,3.0,0.0,0.0,0.0,00:21:46:44,100.0,899.0
Sep 25 2023 - 05:00:00,Sep 25 2023 - 05:15:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,24.0,24.0,100.0,24.0,24.0,0.35,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,97.0,119.0,123.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,24.0,123.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,50.0,21.0,24.0,2129.0,58.0,149.0,102.0,16.0,0.0,0.0,0.0,2531.0,0.0,0.0,1.0,0.0,11.0,30.0,7.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,119.0,0.0,0.0,0.0,158.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,41.0,24.0,0.0,0.0,0.0,00:22:01:44,100.0,900.0
Sep 25 2023 - 05:15:00,Sep 25 2023 - 05:30:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,99.0,88.0,89.0,98.0,86.0,88.0,0.73,0.0,2.0,0.0,0.0,0.0,205.0,2.0,2.0,2.0,88.0,2.0,2.0,88.0,100.0,205.0,205.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,89.0,0.0,0.0,89.0,88.0,205.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,29.0,44.0,88.0,4816.0,48.0,175.0,97.0,6.0,1.0,0.0,0.0,5318.0,1.0,0.0,2.0,5.0,31.0,59.0,21.0,99.0,99.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,205.0,205.0,0.0,0.0,0.0,180.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,41.0,88.0,0.0,0.0,0.0,00:22:16:43,100.0,900.0
Sep 25 2023 - 05:30:00,Sep 25 2023 - 05:45:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,122.0,122.0,98.0,119.0,122.0,1.63,0.0,3.0,0.0,0.0,0.0,275.0,3.0,2.0,3.0,122.0,2.0,3.0,122.0,100.0,275.0,275.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,122.0,0.0,0.0,122.0,122.0,275.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,45.0,98.0,122.0,10447.0,212.0,579.0,360.0,54.0,10.0,3.0,0.0,11781.0,5.0,13.0,9.0,13.0,101.0,170.0,31.0,98.0,98.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,275.0,275.0,0.0,0.0,0.0,191.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,54.0,122.0,0.0,0.0,0.0,00:22:31:43,100.0,900.0
Sep 25 2023 - 05:45:00,Sep 25 2023 - 06:00:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,99.0,171.0,172.0,97.0,166.0,171.0,1.84,0.0,5.0,0.0,0.0,0.0,340.0,5.0,3.0,5.0,171.0,3.0,5.0,171.0,100.0,340.0,340.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,172.0,0.0,0.0,172.0,171.0,340.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,36.0,110.0,171.0,11646.0,209.0,646.0,457.0,76.0,33.0,28.0,26.0,13317.0,8.0,7.0,13.0,27.0,94.0,199.0,41.0,98.0,98.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,340.0,340.0,0.0,0.0,0.0,266.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,54.0,171.0,0.0,0.0,0.0,00:22:46:43,100.0,900.0
Sep 25 2023 - 06:00:00,Sep 25 2023 - 06:15:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,99.0,238.0,240.0,99.0,235.0,238.0,2.74,0.0,3.0,0.0,0.0,0.0,411.0,3.0,1.0,3.0,238.0,1.0,3.0,238.0,100.0,411.0,411.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,240.0,0.0,0.0,240.0,238.0,411.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,39.0,164.0,238.0,17392.0,299.0,839.0,557.0,51.0,7.0,5.0,2.0,19984.0,17.0,4.0,9.0,27.0,101.0,189.0,52.0,99.0,99.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,411.0,411.0,0.0,0.0,0.0,296.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,56.0,238.0,0.0,0.0,0.0,00:23:01:44,100.0,900.0
Sep 25 2023 - 06:15:00,Sep 25 2023 - 06:30:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,99.0,158.0,159.0,94.0,148.0,158.0,2.52,0.0,10.0,0.0,0.0,0.0,274.0,10.0,6.0,10.0,158.0,6.0,10.0,158.0,100.0,274.0,275.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,159.0,0.0,0.0,159.0,158.0,275.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,52.0,151.0,158.0,16696.0,264.0,715.0,493.0,86.0,16.0,9.0,4.0,18670.0,11.0,10.0,12.0,19.0,84.0,176.0,118.0,98.0,98.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,275.0,274.0,0.0,0.0,0.0,533.0,0.0,0.0,533.0,0.0,0.0,0.0,0.0,36.0,158.0,0.0,0.0,0.0,00:23:16:44,100.0,900.0
Sep 25 2023 - 06:30:00,Sep 25 2023 - 06:45:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,98.0,195.0,198.0,94.0,184.0,195.0,2.77,0.0,11.0,0.0,0.0,0.0,365.0,11.0,6.0,11.0,195.0,6.0,11.0,195.0,100.0,365.0,365.0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,198.0,0.0,0.0,198.0,195.0,365.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,49.0,166.0,195.0,18242.0,310.0,859.0,518.0,67.0,9.0,3.0,1.0,20353.0,19.0,8.0,5.0,28.0,113.0,181.0,52.0,99.0,99.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,365.0,365.0,0.0,0.0,0.0,471.0,0.0,0.0,471.0,0.0,0.0,0.0,0.0,39.0,195.0,0.0,0.0,0.0,00:23:31:44,100.0,900.0
Sep 25 2023 - 06:45:00,Sep 25 2023 - 07:00:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,100.0,175.0,175.0,98.0,172.0,175.0,2.31,0.0,3.0,0.0,0.0,0.0,337.0,3.0,2.0,3.0,175.0,2.0,3.0,175.0,98.0,337.0,345.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,175.0,0.0,0.0,175.0,175.0,345.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,45.0,138.0,175.0,15041.0,284.0,745.0,534.0,46.0,0.0,0.0,0.0,16867.0,27.0,21.0,15.0,16.0,98.0,207.0,64.0,98.0,98.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,345.0,337.0,0.0,0.0,0.0,412.0,0.0,0.0,412.0,0.0,0.0,0.0,0.0,42.0,175.0,0.0,0.0,0.0,00:23:46:43,100.0,899.0
Sep 25 2023 - 07:00:00,Sep 25 2023 - 07:15:00,BY2720,27201,10.28.73.148,MNG-KNVVB01,98.0,222.0,226.0,98.0,218.0,222.0,2.85,0.0,4.0,0.0,0.0,0.0,384.0,4.0,2.0,4.0,222.0,2.0,4.0,222.0,99.0,384.0,387.0,0.0,0.0,0.0,387.0,0.0,0.0,0.0,226.0,0.0,0.0,226.0,222.0,387.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,44.0,171.0,222.0,18641.0,289.0,934.0,673.0,72.0,10.0,3.0,2.0,20999.0,15.0,22.0,9.0,18.0,95.0,188.0,51.0,99.0,99.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,387.0,384.0,0.0,0.0,0.0,556.0,0.0,0.0,556.0,0.0,0.0,0.0,0.0,39.0,222.0,0.0,0.0,0.0,01:00:01:43,100.0,900.0
Sep 25 2023 - 00:00:00,Sep 25 2023 - 00:15:00,TestBTS-1,19931,10.28.73.38,MNG-KNVVB01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00:00,0.0,0.0
Sep 25 2023 - 00:15:00,Sep 25 2023 - 00:30:00,TestBTS-1,19931,10.28.73.38,MNG-KNVVB01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00:00,0.0,0.0
